unit,category,use,translation,item,subcategory,value,date,source,jason_notes
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1647,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1648,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1649,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1650,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1651,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1652,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1653,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1654,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1655,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1656,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1657,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1658,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1659,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1660,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1661,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1662,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,38.5,1663,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1664,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1665,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1666,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1667,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1668,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1669,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1670,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1671,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1672,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1673,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1674,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1675,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1676,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1677,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1678,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1679,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1680,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1681,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1682,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1683,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1684,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1685,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1686,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1687,,
Pfund (lb),Fish,preserved (brined/pickled),preserved sturgeon,Eingemachter St_r,,null,1688,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1640,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,497,1641,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1642,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1643,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,565,1644,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,1169,1645,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,1793,1646,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1647,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1648,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1649,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1650,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1651,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1652,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1653,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1654,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1655,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1656,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1657,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1658,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,0,1659,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1660,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1661,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1662,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,1305,1663,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,289,1664,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1665,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1666,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1667,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,49,1668,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1669,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1670,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1671,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1672,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1673,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1674,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1675,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1676,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1677,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1678,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,88,1679,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1680,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1681,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1682,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1683,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1684,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1685,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1686,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1687,,
Pfund (lb),Fish,preserved (brined/pickled),../../../../../../../Library/Application%20Support/Microsoft/Office/Office%202011%20AutoRecovery/Brockhaus'%20Kleines%20Konversations-Lexikon,Bergerfisch,,null,1688,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1640,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,11,1641,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1642,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1643,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,143,1644,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,10.25,1645,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,38,1646,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1647,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1648,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1649,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1650,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1651,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1652,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1653,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1654,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1655,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1656,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1657,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1658,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,0,1659,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1660,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1661,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1662,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1663,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1664,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1665,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1666,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1667,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1668,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1669,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1670,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1671,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1672,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1673,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1674,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1675,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1676,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1677,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1678,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1679,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1680,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1681,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1682,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1683,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1684,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1685,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1686,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1687,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,P_kel Schaaffe,other,null,1688,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1640,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,7,1641,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1642,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1643,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,55.5,1644,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1645,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1646,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1647,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1648,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1649,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1650,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1651,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1652,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1653,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1654,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1655,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1656,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1657,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1658,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,0,1659,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1660,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1661,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1662,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1663,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1664,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1665,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1666,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1667,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1668,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1669,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1670,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1671,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1672,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1673,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1674,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1675,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1676,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1677,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1678,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1679,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1680,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1681,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1682,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1683,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1684,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1685,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1686,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1687,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,P_kel L_mmer,other,null,1688,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1640,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,288,1641,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1642,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1643,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1644,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,7,1645,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1646,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1647,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1648,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1649,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1650,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1651,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1652,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1653,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1654,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1655,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1656,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1657,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1658,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,0,1659,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1660,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1661,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1662,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1663,,
StÙck (Piece),Meat,preserved (brined/pickled),brined/pickled goose,P_kel G_n¤e,preserved,null,1664,,
