unit,category,use,translation,item,subcategory,value,date,source,jason_notes
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1679,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1680,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1681,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1682,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1683,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1684,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1685,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1686,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1687,,
StÙck (Piece),Meat,preserved (cured),dried mutton,TreÙge Hammel,other,null,1688,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1640,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,2,1641,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1642,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1643,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1644,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1645,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1646,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1647,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1648,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1649,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1650,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1651,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1652,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1653,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1654,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1655,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1656,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1657,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1658,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1659,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1660,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1661,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1662,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1663,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1664,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1665,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1666,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1667,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1668,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1669,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1670,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1671,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1672,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1673,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1674,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1675,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1676,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1677,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1678,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1679,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1680,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1681,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1682,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1683,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1684,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1685,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1686,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1687,,
StÙck (Piece),Meat,preserved (cured),dried lamb,TreÙge L_mmer,other,null,1688,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1640,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",297,1641,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1642,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1643,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",108,1644,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",128,1645,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",60,1646,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1647,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1648,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1649,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1650,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1651,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1652,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1653,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1654,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1655,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1656,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1657,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1658,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",0,1659,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1660,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1661,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1662,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",117,1663,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",44,1664,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1665,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1666,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1667,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",15 st.,1668,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1669,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",10,1670,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1671,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1672,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1673,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1674,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1675,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1676,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1677,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1678,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1679,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1680,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1681,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1682,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1683,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1684,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1685,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1686,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1687,,
StÙck (Piece),Meat,preserved (cured),dried geese,TreÙge G_n¤e,"Bird, fowl",null,1688,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1640,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,275.87,1641,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1642,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1643,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,231.87,1644,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,365.87,1645,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,476.75,1646,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1647,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,1,1648,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1649,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1650,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1651,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1652,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1653,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1654,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1655,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1656,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1657,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1658,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,23.75,1659,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1660,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1661,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,2.5,1662,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,546,1663,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,121.25,1664,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1665,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1666,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1667,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,19,1668,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1669,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,7.75,1670,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,2,1671,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,13.5,1672,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,13,1673,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1674,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1675,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,0.25,1676,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1677,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1678,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,44,1679,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1680,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,36,1681,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,1,1682,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,0.5,1683,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1684,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1685,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1686,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,1,1687,,
StÙck (Piece),Meat,preserved (cured),bacon,Speck,pork,null,1688,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1640,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",25.12,1641,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1642,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1643,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1644,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",2,1645,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",0.5,1646,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1647,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1648,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1649,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1650,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1651,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1652,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1653,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1654,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1655,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1656,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1657,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1658,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",0,1659,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1660,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1661,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1662,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1663,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1664,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1665,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1666,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1667,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1668,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1669,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1670,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1671,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1672,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1673,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1674,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1675,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1676,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1677,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1678,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1679,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1680,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1681,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1682,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1683,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1684,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1685,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1686,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1687,,
StÙck (Piece),Meat,preserved (cured),boar bacon,Wilder Speck,"pork, wild",null,1688,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1640,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1641,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1642,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1643,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1644,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1645,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1646,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1647,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1648,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1649,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1650,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1651,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1652,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1653,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1654,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1655,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1656,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1657,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1658,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,0,1659,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1660,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1661,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1662,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,145,1663,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,82,1664,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1665,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1666,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1667,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,3,1668,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1669,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,9,1670,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1671,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1672,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1673,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1674,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1675,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1676,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1677,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1678,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1679,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1680,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1681,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1682,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1683,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1684,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1685,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1686,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1687,,
StÙck (Piece),Meat,preserved (cured),ham,Schincken,pork,null,1688,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1640,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,3,1641,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1642,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1643,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1644,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1645,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1646,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1647,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1648,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1649,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1650,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1651,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1652,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1653,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1654,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1655,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1656,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1657,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1658,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1659,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1660,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1661,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1662,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1663,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1664,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1665,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1666,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1667,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1668,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1669,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1670,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1671,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1672,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1673,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1674,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1675,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1676,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1677,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1678,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1679,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1680,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1681,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1682,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1683,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1684,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1685,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1686,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1687,,
StÙck (Piece),Meat,preserved (cured),westphalian ham,Westphalische Schincken,pork,null,1688,,
Stof (Fluids),Dairy,,Quark,Glumse,,null,1640,,
Stof (Fluids),Dairy,,Quark,Glumse,,340,1641,,
Stof (Fluids),Dairy,,Quark,Glumse,,null,1642,,
Stof (Fluids),Dairy,,Quark,Glumse,,null,1643,,
Stof (Fluids),Dairy,,Quark,Glumse,,312,1644,,
Stof (Fluids),Dairy,,Quark,Glumse,,216,1645,,
Stof (Fluids),Dairy,,Quark,Glumse,,199,1646,,
Stof (Fluids),Dairy,,Quark,Glumse,,null,1647,,
