unit,category,use,translation,item,subcategory,value,year,source,jason_notes
Stoff (Solids),Grain,,pearl barley,Gerstengraupen/ Graupen,,null,1680.0,,
Stoff (Solids),Grain,,pearl barley,Gerstengraupen/ Graupen,,null,1682.0,,
Stoff (Solids),Grain,,pearl barley,Gerstengraupen/ Graupen,,null,1683.0,,
Stoff (Solids),Grain,,pearl barley,Gerstengraupen/ Graupen,,null,1684.0,,
Stoff (Solids),Grain,,pearl barley,Gerstengraupen/ Graupen,,null,1685.0,,
Stoff (Solids),Grain,,pearl barley,Gerstengraupen/ Graupen,,null,1686.0,,
Stoff (Solids),Grain,,pearl barley,Gerstengraupen/ Graupen,,null,1687.0,,
Stoff (Solids),Grain,,pearl barley,Gerstengraupen/ Graupen,,null,1688.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1640.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1641.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1642.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1643.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1644.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1645.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1646.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1647.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1648.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1649.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1650.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1651.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1652.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1653.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1654.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1655.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1656.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1657.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1658.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1659.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1660.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1661.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1662.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1663.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1664.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1665.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1666.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1667.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1668.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1669.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1670.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1671.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1672.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1673.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1674.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1675.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1676.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1677.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1678.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1680.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1681.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1682.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1683.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1684.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1685.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1686.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1687.0,,
Stoff (Solids),Grain,,wheat flour,Weitzen Mehl,,null,1688.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1640.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1641.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1642.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1643.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1647.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1649.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1650.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1651.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1652.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1653.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1654.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1655.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1657.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1658.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1659.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1660.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1661.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1662.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1663.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1664.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1665.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1666.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1667.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1668.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1669.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1670.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1674.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1675.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1676.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1677.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1678.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1679.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1680.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1681.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1682.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1683.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1684.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1685.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1686.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1687.0,,
Stof (Fluids),Honey,,honey,Honig,,null,1688.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1640.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1641.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1642.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1643.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1647.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1648.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1649.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1650.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1651.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1652.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1653.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1654.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1655.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1656.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1657.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1658.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1659.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1660.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1661.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1662.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1665.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1666.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1667.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1668.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1669.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1671.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1672.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1674.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1675.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1676.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1677.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1678.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1680.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1682.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1683.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1684.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1685.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1686.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1687.0,,
Stück (Piece),Lard,,lard,Schmeer,,null,1688.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1640.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1642.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1643.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1647.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1648.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1649.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1650.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1651.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1652.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1653.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1654.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1655.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1656.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1657.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1658.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1660.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1661.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1666.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1667.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1669.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1672.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1673.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1674.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1675.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1676.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1677.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1678.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1680.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1682.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1683.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1684.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1685.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1686.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1687.0,,
Stück (Piece),Meat,,mutton,Hammel und Schöpßen,Other,null,1688.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1640.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1642.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1643.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1647.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1648.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1649.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1650.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1651.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1652.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1653.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1654.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1655.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1656.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1657.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1658.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1660.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1661.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1665.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1666.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1667.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1669.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1671.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1672.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1673.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1674.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1675.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1676.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1677.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1678.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1680.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1681.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1682.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1683.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1684.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1685.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1686.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1687.0,,
Stück (Piece),Meat,,sheep,Schaafe,Other,null,1688.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1640.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1642.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1643.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1647.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1648.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1649.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1650.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1651.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1652.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1653.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1654.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1655.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1656.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1657.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1658.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1660.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1661.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1666.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1667.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1669.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1674.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1675.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1676.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1677.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1678.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1680.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1683.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1684.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1685.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1686.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1687.0,,
Stück (Piece),Meat,,lamb,Lämm,Other,null,1688.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1640.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1642.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1643.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1647.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1649.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1650.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1651.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1652.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1653.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1654.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1655.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1656.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1657.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1658.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1660.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1661.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1666.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1667.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1669.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1680.0,,
Stück (Piece),Meat,,oxen,Ochßen,Beef,null,1681.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1640.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1642.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1643.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1647.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1648.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1649.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1650.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1651.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1652.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1653.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1654.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1655.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1656.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1657.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1658.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1660.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1661.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1662.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1665.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1666.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1667.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1668.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1669.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1671.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1673.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1674.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1677.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1678.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1679.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1680.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1682.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1683.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1684.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1685.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1686.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1687.0,,
Stück (Piece),Meat,bi-product,pig heads,Schweinköpffe,Pork,null,1688.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1640.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1642.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1643.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1644.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1645.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1646.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1647.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1648.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1649.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1650.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1651.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1652.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1653.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1654.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1655.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1656.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1657.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1658.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1659.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1660.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1661.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1662.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1663.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1664.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1665.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1666.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1667.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1668.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1669.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1670.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1671.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1672.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1673.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1674.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1675.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1676.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1677.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1678.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1679.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1680.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1681.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1682.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1683.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1684.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1685.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1686.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1687.0,,
Stück (Piece),Meat,bi-product,deer tongue,Hirschzungen,other,null,1688.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1640.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1642.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1643.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1647.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1648.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1649.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1650.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1651.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1652.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1653.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1654.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1655.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1656.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1657.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1658.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1659.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1660.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1661.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1662.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1663.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1664.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1665.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1666.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1667.0,,
Pfund (lb),Nuts,,chestnuts,Castanien,,null,1668.0,,
