unit,category,use,translation,item,subcategory,value,year,source,jason_notes
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,null,1685.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,null,1686.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,null,1687.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,null,1688.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1640.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1642.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1643.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1644.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1647.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1648.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1649.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1650.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1651.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1652.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1653.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1654.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1655.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1656.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1657.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1658.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1660.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1661.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1662.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1665.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1666.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1667.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1669.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1670.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1671.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1672.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1673.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1674.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1675.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1676.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1677.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1678.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1679.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1680.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1681.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1682.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1683.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1684.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1685.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1686.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1687.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,null,1688.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1640.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1642.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1643.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1647.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1648.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1649.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1650.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1651.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1652.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1653.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1654.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1655.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1656.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1657.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1658.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1660.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1661.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1662.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1665.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1666.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1667.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1668.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1669.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1670.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1671.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1672.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1673.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1674.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1677.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1678.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1679.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1680.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1681.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1682.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1683.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1684.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1685.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1686.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1687.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled eel,Pökelfische: Ahl,,null,1688.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1640.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1642.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1643.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1647.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1648.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1649.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1650.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1651.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1652.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1653.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1654.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1655.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1656.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1657.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1658.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1660.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1661.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1662.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1665.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1666.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1667.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1669.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1670.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1671.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1672.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1673.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1674.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1675.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1676.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1677.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1678.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1679.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1680.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1681.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1682.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1683.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1684.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1685.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1686.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1687.0,,
Stof (Fluids),Fish,preserved (jellied),jellied eel,Eingemachte Neünaugen,,null,1688.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1640.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1642.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1643.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1647.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1648.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1649.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1650.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1651.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1652.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1653.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1654.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1655.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1656.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1657.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1658.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1659.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1660.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1661.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1662.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1664.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1665.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1666.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1667.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1668.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1669.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1670.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1671.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1672.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1673.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1674.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1675.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1676.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1677.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1678.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1679.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1680.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1681.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1682.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1683.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1684.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1685.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1686.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1687.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled lamprey,Pökel Morehnen,,null,1688.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1640.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1642.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1643.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1647.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1648.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1649.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1650.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1651.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1652.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1653.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1654.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1655.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1656.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1657.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1658.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1660.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1661.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1662.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1665.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1666.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1667.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1668.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1669.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1670.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1671.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1672.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1673.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1674.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1675.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1676.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1677.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1678.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1680.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1682.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1683.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1684.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1685.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1686.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1687.0,,
Stof (Fluids),Fish,preserved (brined/pickled),cod,Dorsch,,null,1688.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1640.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1642.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1643.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1647.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1648.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1649.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1650.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1651.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1652.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1653.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1654.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1655.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1656.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1657.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1658.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1660.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1661.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1662.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1663.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1664.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1665.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1666.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1667.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1669.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1670.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1671.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1672.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1673.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1674.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1675.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1676.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1677.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1678.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1679.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1680.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1681.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1682.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1683.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1684.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1685.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1686.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1687.0,,
Stof (Fluids),Fish,preserved (brined/pickled),pickled Gudgeon,Pökel Breßem -Greßem?],,null,1688.0,,
Stof (Fluids),Fish,preserved (brined/pickled),http://en.wikipedia.org/wiki/Coregonus_lavaretus,Pökel Schnepeln [Schäpel in Frischbier],,null,1640.0,,
Stof (Fluids),Fish,preserved (brined/pickled),http://en.wikipedia.org/wiki/Coregonus_lavaretus,Pökel Schnepeln [Schäpel in Frischbier],,null,1642.0,,
Stof (Fluids),Fish,preserved (brined/pickled),http://en.wikipedia.org/wiki/Coregonus_lavaretus,Pökel Schnepeln [Schäpel in Frischbier],,null,1643.0,,
Stof (Fluids),Fish,preserved (brined/pickled),http://en.wikipedia.org/wiki/Coregonus_lavaretus,Pökel Schnepeln [Schäpel in Frischbier],,null,1644.0,,
Stof (Fluids),Fish,preserved (brined/pickled),http://en.wikipedia.org/wiki/Coregonus_lavaretus,Pökel Schnepeln [Schäpel in Frischbier],,null,1647.0,,
Stof (Fluids),Fish,preserved (brined/pickled),http://en.wikipedia.org/wiki/Coregonus_lavaretus,Pökel Schnepeln [Schäpel in Frischbier],,null,1648.0,,
Stof (Fluids),Fish,preserved (brined/pickled),http://en.wikipedia.org/wiki/Coregonus_lavaretus,Pökel Schnepeln [Schäpel in Frischbier],,null,1649.0,,
Stof (Fluids),Fish,preserved (brined/pickled),http://en.wikipedia.org/wiki/Coregonus_lavaretus,Pökel Schnepeln [Schäpel in Frischbier],,null,1650.0,,
